Cliente;Gerencia_F;subcanal_
cte838;gerencia 1;tiendita
cte839;gerencia 3;tiendita
cte840;gerencia 4;tiendita
cte841;gerencia 2 ;tiendita
cte842;gerencia 2 ;tiendita
cte843;gerencia 5;tiendita
cte844;gerencia 6;tiendita
cte845;gerencia 7;tiendita
cte846;gerencia 4;tiendita
cte847;gerencia 7;tiendita
cte848;gerencia 3;tiendita
cte849;gerencia 1;tiendita
cte850;gerencia 1;tiendita
cte851;gerencia 3;tiendita
cte852;gerencia 5;tiendita
cte853;gerencia 1;tiendita
cte854;gerencia 3;tiendita
cte855;gerencia 2 ;tiendita
cte856;gerencia 1;tiendita
cte857;gerencia 2 ;tiendita
cte858;gerencia 1;tiendita
cte859;gerencia 6;tiendita
cte860;gerencia 6;tiendita
cte861;gerencia 7;tiendita
cte862;gerencia 2 ;tiendita
cte863;gerencia 2 ;tiendita
cte864;gerencia 1;tiendita
cte865;gerencia 7;tiendita
cte866;gerencia 1;tiendita
cte867;gerencia 5;tiendita
cte868;gerencia 4;tiendita
cte869;gerencia 2 ;tiendita
cte870;gerencia 2 ;tiendita
cte871;gerencia 6;tiendita
cte872;gerencia 4;tiendita
cte873;gerencia 4;tiendita
cte874;gerencia 7;tiendita
cte875;gerencia 5;tiendita
cte876;gerencia 7;tiendita
cte877;gerencia 2 ;tiendita
cte878;gerencia 6;tiendita
cte879;gerencia 1;tiendita
cte880;gerencia 6;tiendita
cte881;gerencia 3;tiendita
cte856;gerencia 1;tiendita
cte882;gerencia 1;tiendita
cte883;gerencia 6;tiendita
cte884;gerencia 6;tiendita
cte885;gerencia 2 ;tiendita
cte886;gerencia 7;tiendita
cte887;gerencia 1;tiendita
cte888;gerencia 5;tiendita
cte889;gerencia 5;tiendita
cte890;gerencia 6;tiendita
cte891;gerencia 6;tiendita
cte892;gerencia 2 ;tiendita
cte893;gerencia 2 ;tiendita
cte894;gerencia 2 ;tiendita
cte895;gerencia 2 ;tiendita
cte896;gerencia 4;tiendita
cte897;gerencia 2 ;tiendita
cte898;gerencia 3;tiendita
cte899;gerencia 7;tiendita
cte900;gerencia 2 ;tiendita
cte901;gerencia 5;tiendita
cte902;gerencia 2 ;tiendita
cte903;gerencia 2 ;tiendita
cte904;gerencia 6;tiendita
cte905;gerencia 2 ;tiendita
cte906;gerencia 2 ;tiendita
cte907;gerencia 2 ;tiendita
cte908;gerencia 7;tiendita
cte909;gerencia 7;tiendita
cte910;gerencia 2 ;tiendita
cte911;gerencia 7;tiendita
cte912;gerencia 1;tiendita
cte913;gerencia 2 ;tiendita
cte914;gerencia 7;tiendita
cte915;gerencia 1;tiendita
cte916;gerencia 5;tiendita
cte246;gerencia 5;tiendita
cte917;gerencia 5;tiendita
cte918;gerencia 6;tiendita
cte919;gerencia 7;tiendita
cte920;gerencia 2 ;tiendita
cte921;gerencia 7;tiendita
cte922;gerencia 6;tiendita
cte424;gerencia 4;tiendita
cte923;gerencia 6;tiendita
cte924;gerencia 2 ;tiendita
cte925;gerencia 6;tiendita
cte926;gerencia 5;tiendita
cte927;gerencia 7;tiendita
cte928;gerencia 1;tiendita
cte929;gerencia 4;tiendita
cte930;gerencia 7;tiendita
cte931;gerencia 1;tiendita
cte932;gerencia 2 ;tiendita
cte933;gerencia 1;tiendita
cte934;gerencia 7;tiendita
cte935;gerencia 7;tiendita
cte936;gerencia 7;tiendita
cte937;gerencia 3;tiendita
cte938;gerencia 6;tiendita
cte939;gerencia 4;tiendita
cte940;gerencia 4;tiendita
cte941;gerencia 4;tiendita
cte942;gerencia 5;tiendita
cte943;gerencia 3;tiendita
cte944;gerencia 4;tiendita
cte945;gerencia 6;tiendita
cte946;gerencia 2 ;tiendita
cte947;gerencia 7;tiendita
cte948;gerencia 3;tiendita
cte949;gerencia 2 ;tiendita
cte950;gerencia 6;tiendita
cte951;gerencia 6;tiendita
cte952;gerencia 4;tiendita
cte953;gerencia 4;tiendita
cte954;gerencia 1;tiendita
cte955;gerencia 4;tiendita
cte956;gerencia 2 ;tiendita
cte957;gerencia 2 ;tiendita
cte958;gerencia 5;tiendita
cte959;gerencia 2 ;tiendita
cte960;gerencia 6;tiendita
cte961;gerencia 2 ;tiendita
cte962;gerencia 5;tiendita
cte963;gerencia 1;tiendita
cte964;gerencia 1;tiendita
cte965;gerencia 1;tiendita
cte966;gerencia 5;tiendita
cte967;gerencia 1;tiendita
cte968;gerencia 6;tiendita
cte969;gerencia 2 ;tiendita
cte970;gerencia 3;tiendita
cte971;gerencia 3;tiendita
cte972;gerencia 7;tiendita
cte973;gerencia 5;tiendita
cte974;gerencia 1;tiendita
cte975;gerencia 5;tiendita
cte976;gerencia 2 ;tiendita
cte977;gerencia 6;tiendita
cte978;gerencia 7;tiendita
cte979;gerencia 6;tiendita
cte980;gerencia 7;tiendita
cte981;gerencia 2 ;tiendita
cte982;gerencia 1;tiendita
cte983;gerencia 7;tiendita
cte984;gerencia 7;tiendita
cte985;gerencia 1;tiendita
cte986;gerencia 4;tiendita
cte987;gerencia 7;tiendita
cte988;gerencia 2 ;tiendita
cte989;gerencia 7;tiendita
cte990;gerencia 6;tiendita
cte991;gerencia 5;tiendita
cte992;gerencia 2 ;tiendita
cte993;gerencia 6;tiendita
cte994;gerencia 5;tiendita
cte995;gerencia 2 ;tiendita
cte996;gerencia 6;tiendita
cte997;gerencia 3;tiendita
cte998;gerencia 2 ;tiendita
cte999;gerencia 7;tiendita
cte1000;gerencia 2 ;tiendita
cte1001;gerencia 7;tiendita
cte1002;gerencia 2 ;tiendita
cte1003;gerencia 2 ;tiendita
cte1004;gerencia 2 ;tiendita
cte1005;gerencia 2 ;tiendita
cte1006;gerencia 2 ;tiendita
cte1007;gerencia 5;tiendita
cte1008;gerencia 2 ;tiendita
cte1009;gerencia 2 ;tiendita
cte1010;gerencia 7;tiendita
cte1011;gerencia 2 ;tiendita
cte1012;gerencia 4;tiendita
cte1013;gerencia 5;tiendita
cte1014;gerencia 6;tiendita
cte1015;gerencia 1;tiendita
cte1016;gerencia 6;tiendita
cte1017;gerencia 2 ;tiendita
cte1018;gerencia 5;tiendita
cte1019;gerencia 1;tiendita
cte1020;gerencia 4;tiendita
cte1021;gerencia 6;tiendita
cte1022;gerencia 2 ;tiendita
cte1023;gerencia 5;tiendita
cte1024;gerencia 3;tiendita
cte1025;gerencia 7;tiendita
cte1026;gerencia 2 ;tiendita
cte1027;gerencia 2 ;tiendita
cte1028;gerencia 7;tiendita
cte1029;gerencia 2 ;tiendita
cte1030;gerencia 7;tiendita
cte1031;gerencia 6;tiendita
cte1032;gerencia 4;tiendita
cte1033;gerencia 2 ;tiendita
cte1034;gerencia 7;tiendita
cte1035;gerencia 2 ;tiendita
cte1036;gerencia 3;tiendita
cte1037;gerencia 7;tiendita
cte1038;gerencia 2 ;tiendita
cte1039;gerencia 7;tiendita
cte1040;gerencia 3;tiendita
cte1041;gerencia 4;tiendita
cte1042;gerencia 5;tiendita
cte1043;gerencia 1;tiendita
cte1044;gerencia 6;tiendita
cte1045;gerencia 6;tiendita
cte1046;gerencia 1;tiendita
cte1047;gerencia 1;tiendita
cte1048;gerencia 2 ;tiendita
cte1049;gerencia 1;tiendita
cte1050;gerencia 3;tiendita
cte1051;gerencia 6;tiendita
cte1052;gerencia 6;tiendita
cte1053;gerencia 7;tiendita
cte525;gerencia 6;tiendita
cte1054;gerencia 7;tiendita
cte1055;gerencia 6;tiendita
cte1056;gerencia 6;tiendita
cte1057;gerencia 2 ;tiendita
cte1058;gerencia 6;tiendita
cte1059;gerencia 2 ;tiendita
cte1060;gerencia 6;tiendita
cte1061;gerencia 2 ;tiendita
cte1062;gerencia 6;tiendita
cte1063;gerencia 2 ;tiendita
cte1064;gerencia 5;tiendita
cte1065;gerencia 7;tiendita
cte1066;gerencia 1;tiendita
cte1067;gerencia 7;tiendita
cte1068;gerencia 6;tiendita
cte1069;gerencia 5;tiendita
cte1070;gerencia 4;tiendita
cte1071;gerencia 1;tiendita
cte1072;gerencia 1;tiendita
cte1073;gerencia 2 ;tiendita
cte1074;gerencia 7;tiendita
cte1075;gerencia 2 ;tiendita
cte1076;gerencia 4;tiendita
cte1077;gerencia 4;tiendita
cte1078;gerencia 2 ;tiendita
cte1079;gerencia 2 ;tiendita
cte1080;gerencia 1;tiendita
cte1081;gerencia 1;tiendita
cte1082;gerencia 4;tiendita
cte1083;gerencia 7;tiendita
cte1084;gerencia 4;tiendita
cte1085;gerencia 7;tiendita
cte1086;gerencia 2 ;tiendita
cte1087;gerencia 1;tiendita
cte393;gerencia 2 ;tiendita
cte1088;gerencia 7;tiendita
cte1089;gerencia 2 ;tiendita
cte1090;gerencia 7;tiendita
cte1091;gerencia 6;tiendita
cte1092;gerencia 4;tiendita
cte1093;gerencia 4;tiendita
cte1094;gerencia 6;tiendita
cte1095;gerencia 1;tiendita
cte1096;gerencia 6;tiendita
cte1097;gerencia 7;tiendita
cte1098;gerencia 6;tiendita
cte1099;gerencia 6;tiendita
cte1100;gerencia 2 ;tiendita
cte1101;gerencia 1;tiendita
cte1102;gerencia 2 ;tiendita
cte1103;gerencia 6;tiendita
cte1104;gerencia 1;tiendita
cte1105;gerencia 3;tiendita
cte1106;gerencia 1;tiendita
cte1107;gerencia 2 ;tiendita
cte1108;gerencia 2 ;tiendita
cte1109;gerencia 4;tiendita
cte1110;gerencia 1;tiendita
cte1111;gerencia 2 ;tiendita
cte1112;gerencia 5;tiendita
cte1113;gerencia 7;tiendita
cte1114;gerencia 6;tiendita
cte1115;gerencia 2 ;tiendita
cte1116;gerencia 5;tiendita
cte1117;gerencia 3;tiendita
cte1118;gerencia 2 ;tiendita
cte1119;gerencia 6;tiendita
cte1120;gerencia 2 ;tiendita
cte1121;gerencia 5;tiendita
cte1122;gerencia 4;tiendita
cte1123;gerencia 6;tiendita
cte1124;gerencia 2 ;tiendita
cte1125;gerencia 1;tiendita
cte1126;gerencia 5;tiendita
cte1127;gerencia 6;tiendita
cte1128;gerencia 3;tiendita
cte1129;gerencia 5;tiendita
cte1130;gerencia 5;tiendita
cte1131;gerencia 4;tiendita
cte1132;gerencia 2 ;tiendita
cte1133;gerencia 1;tiendita
cte1134;gerencia 3;tiendita
cte1135;gerencia 3;tiendita
cte1136;gerencia 7;tiendita
cte1137;gerencia 2 ;tiendita
cte1138;gerencia 2 ;tiendita
cte1139;gerencia 3;tiendita
cte1140;gerencia 6;tiendita
cte554;gerencia 5;tiendita
cte1141;gerencia 7;tiendita
cte1142;gerencia 6;tiendita
cte1143;gerencia 7;tiendita
cte1144;gerencia 4;tiendita
cte1145;gerencia 7;tiendita
cte1146;gerencia 2 ;tiendita
cte1147;gerencia 6;tiendita
cte1148;gerencia 2 ;tiendita
cte1149;gerencia 2 ;tiendita
cte1150;gerencia 2 ;tiendita
cte1151;gerencia 3;tiendita
cte1152;gerencia 5;tiendita
cte1153;gerencia 2 ;tiendita
cte1154;gerencia 2 ;tiendita
cte1155;gerencia 2 ;tiendita
cte1156;gerencia 3;tiendita
cte1157;gerencia 4;tiendita
cte1158;gerencia 5;tiendita
cte1159;gerencia 6;tiendita
cte1160;gerencia 1;tiendita
cte1161;gerencia 2 ;tiendita
cte1162;gerencia 6;tiendita
cte1163;gerencia 7;tiendita
cte1164;gerencia 3;tiendita
cte1165;gerencia 4;tiendita
cte1166;gerencia 5;tiendita
cte1167;gerencia 2 ;tiendita
cte1168;gerencia 2 ;tiendita
cte1169;gerencia 7;tiendita
cte1170;gerencia 1;tiendita
cte1171;gerencia 6;tiendita
cte1172;gerencia 7;tiendita
cte1173;gerencia 2 ;tiendita
cte1174;gerencia 5;tiendita
cte1175;gerencia 7;tiendita
cte1176;gerencia 1;tiendita
cte1177;gerencia 1;tiendita
cte1178;gerencia 6;tiendita
cte1179;gerencia 6;tiendita
cte1180;gerencia 7;tiendita
cte1181;gerencia 7;tiendita
cte1182;gerencia 6;tiendita
cte1183;gerencia 6;tiendita
cte1184;gerencia 4;tiendita
cte1185;gerencia 2 ;tiendita
cte1186;gerencia 7;tiendita
cte1187;gerencia 8;tiendita
cte1188;gerencia 6;tiendita
cte1189;gerencia 6;tiendita
cte1190;gerencia 4;tiendita
cte1191;gerencia 2 ;tiendita
cte1192;gerencia 7;tiendita
cte1193;gerencia 2 ;tiendita
cte1194;gerencia 7;tiendita
cte1195;gerencia 1;tiendita
cte1196;gerencia 2 ;tiendita
cte1197;gerencia 2 ;tiendita
cte1198;gerencia 1;tiendita
cte1199;gerencia 4;tiendita
cte1200;gerencia 5;tiendita
cte1201;gerencia 4;tiendita
cte1202;gerencia 4;tiendita
cte1203;gerencia 1;tiendita
cte1204;gerencia 2 ;tiendita
cte1205;gerencia 2 ;tiendita
cte1206;gerencia 5;tiendita
cte1207;gerencia 7;tiendita
cte1208;gerencia 3;tiendita
cte1209;gerencia 2 ;tiendita
cte1210;gerencia 5;tiendita
cte1211;gerencia 6;tiendita
cte1212;gerencia 4;tiendita
cte1213;gerencia 4;tiendita
cte1214;gerencia 2 ;tiendita
cte1215;gerencia 4;tiendita
cte1216;gerencia 5;tiendita
cte1217;gerencia 1;tiendita
cte1218;gerencia 1;tiendita
cte1219;gerencia 2 ;tiendita
cte1220;gerencia 2 ;tiendita
cte1221;gerencia 4;tiendita
cte1222;gerencia 2 ;tiendita
cte1223;gerencia 6;tiendita
cte1224;gerencia 6;tiendita
cte1225;gerencia 2 ;tiendita
cte1226;gerencia 1;tiendita
cte1227;gerencia 7;tiendita
cte1228;gerencia 5;tiendita
cte1229;gerencia 7;tiendita
cte1230;gerencia 8;tiendita
cte1231;gerencia 4;tiendita
cte1232;gerencia 4;tiendita
cte1233;gerencia 5;tiendita
cte1234;gerencia 1;tiendita
cte1235;gerencia 6;tiendita
cte1236;gerencia 2 ;tiendita
cte1237;gerencia 7;tiendita
cte1238;gerencia 5;tiendita
cte1239;gerencia 2 ;tiendita
cte285;gerencia 2 ;tiendita
cte1240;gerencia 4;tiendita
cte1241;gerencia 6;tiendita
cte1242;gerencia 7;tiendita
cte1243;gerencia 5;tiendita
cte646;gerencia 7;tiendita
cte1244;gerencia 5;tiendita
cte1245;gerencia 2 ;tiendita
cte1246;gerencia 5;tiendita
cte1247;gerencia 7;tiendita
cte1248;gerencia 7;tiendita
cte1249;gerencia 2 ;tiendita
cte1027;gerencia 2 ;tiendita
cte1250;gerencia 4;tiendita
cte1251;gerencia 2 ;tiendita
cte1252;gerencia 7;tiendita
cte1253;gerencia 6;tiendita
cte1254;gerencia 6;tiendita
cte1255;gerencia 1;tiendita
cte1256;gerencia 2 ;tiendita
cte1257;gerencia 2 ;tiendita
cte1258;gerencia 1;tiendita
cte1259;gerencia 2 ;tiendita
cte1260;gerencia 7;tiendita
cte1261;gerencia 7;tiendita
cte1262;gerencia 4;tiendita
cte1263;gerencia 7;tiendita
cte1264;gerencia 6;tiendita
cte1265;gerencia 4;tiendita
cte1266;gerencia 6;tiendita
cte1267;gerencia 2 ;tiendita
cte1268;gerencia 4;tiendita
cte1269;gerencia 2 ;tiendita
cte1270;gerencia 2 ;tiendita
cte1271;gerencia 1;tiendita
cte1272;gerencia 1;tiendita
cte1273;gerencia 6;tiendita
cte1274;gerencia 3;tiendita
cte1275;gerencia 5;tiendita
cte1276;gerencia 6;tiendita
cte1277;gerencia 2 ;tiendita
cte1278;gerencia 6;tiendita
cte1279;gerencia 1;tiendita
cte1280;gerencia 4;tiendita
cte1281;gerencia 3;tiendita
cte1282;gerencia 2 ;tiendita
cte1283;gerencia 2 ;tiendita
cte1284;gerencia 7;tiendita
cte1285;gerencia 5;tiendita
cte1286;gerencia 1;tiendita
cte1287;gerencia 3;tiendita
cte1288;gerencia 1;tiendita
cte1289;gerencia 7;tiendita
cte1290;gerencia 7;tiendita
cte1291;gerencia 1;tiendita
cte1292;gerencia 6;tiendita
cte1293;gerencia 6;tiendita
cte1294;gerencia 1;tiendita
cte1295;gerencia 6;tiendita
cte1296;gerencia 2 ;tiendita
cte1297;gerencia 4;tiendita
cte1298;gerencia 4;tiendita
cte1299;gerencia 6;tiendita
cte1300;gerencia 6;tiendita
cte1301;gerencia 6;tiendita
cte1302;gerencia 6;tiendita
cte1303;gerencia 6;tiendita
cte1304;gerencia 7;tiendita
cte1305;gerencia 2 ;tiendita
cte1306;gerencia 5;tiendita
cte1307;gerencia 6;tiendita
cte1308;gerencia 2 ;tiendita
cte1309;gerencia 1;tiendita
cte1310;gerencia 1;tiendita
cte1311;gerencia 2 ;tiendita
cte1312;gerencia 4;tiendita
cte1313;gerencia 5;tiendita
cte1314;gerencia 1;tiendita
cte1315;gerencia 3;tiendita
cte1316;gerencia 4;tiendita
cte1317;gerencia 2 ;tiendita
cte1318;gerencia 6;tiendita
cte1319;gerencia 4;tiendita
cte1320;gerencia 1;tiendita
cte1321;gerencia 1;tiendita
cte1322;gerencia 5;tiendita
cte1323;gerencia 6;tiendita
cte1324;gerencia 2 ;tiendita
cte1325;gerencia 2 ;tiendita
cte1326;gerencia 2 ;tiendita
cte1327;gerencia 3;tiendita
cte1328;gerencia 6;tiendita
cte1329;gerencia 5;tiendita
cte1330;gerencia 4;tiendita
cte1331;gerencia 2 ;tiendita
cte1332;gerencia 7;tiendita
cte1333;gerencia 6;tiendita
cte1334;gerencia 2 ;tiendita
cte1335;gerencia 7;tiendita
cte1336;gerencia 7;tiendita
cte1337;gerencia 1;tiendita
cte1338;gerencia 3;tiendita
cte1339;gerencia 2 ;tiendita
cte1340;gerencia 3;tiendita
cte1341;gerencia 4;tiendita
cte1342;gerencia 5;tiendita
cte1343;gerencia 7;tiendita
cte1344;gerencia 6;tiendita
cte1345;gerencia 6;tiendita
cte1346;gerencia 2 ;tiendita
cte1347;gerencia 2 ;tiendita
cte1348;gerencia 1;tiendita
cte1349;gerencia 2 ;tiendita
cte1350;gerencia 7;tiendita
cte1351;gerencia 1;tiendita
cte1352;gerencia 2 ;tiendita
cte1353;gerencia 2 ;tiendita
cte1354;gerencia 6;tiendita
cte1355;gerencia 6;tiendita
cte1356;gerencia 2 ;tiendita
cte1357;gerencia 2 ;tiendita
cte1358;gerencia 6;tiendita
cte1359;gerencia 4;tiendita
cte1360;gerencia 2 ;tiendita
cte1361;gerencia 1;tiendita
cte1362;gerencia 4;tiendita
cte947;gerencia 7;tiendita
cte1363;gerencia 4;tiendita
cte921;gerencia 7;tiendita
cte1364;gerencia 1;tiendita
cte1365;gerencia 2 ;tiendita
cte1366;gerencia 3;tiendita
cte1367;gerencia 5;tiendita
cte1368;gerencia 5;tiendita
cte1369;gerencia 3;tiendita
cte1370;gerencia 5;tiendita
cte1371;gerencia 7;tiendita
cte1372;gerencia 5;tiendita
cte1373;gerencia 4;tiendita
cte1374;gerencia 2 ;tiendita
cte1375;gerencia 6;tiendita
cte1376;gerencia 4;tiendita
cte1377;gerencia 1;tiendita
cte1378;gerencia 1;tiendita
cte1379;gerencia 6;tiendita
cte1380;gerencia 6;tiendita
cte1381;gerencia 2 ;tiendita
cte1382;gerencia 2 ;tiendita
cte1383;gerencia 4;tiendita
cte1384;gerencia 1;tiendita
cte1385;gerencia 6;tiendita
cte1386;gerencia 2 ;tiendita
cte1387;gerencia 5;tiendita
cte1388;gerencia 6;tiendita
cte1389;gerencia 5;tiendita
cte1390;gerencia 7;tiendita
cte1391;gerencia 2 ;tiendita
cte851;gerencia 3;tiendita
cte1392;gerencia 3;tiendita
cte1393;gerencia 3;tiendita
cte1394;gerencia 1;tiendita
cte1395;gerencia 5;tiendita
cte1396;gerencia 6;tiendita
cte1397;gerencia 2 ;tiendita
cte1398;gerencia 6;tiendita
cte1399;gerencia 3;tiendita
cte1400;gerencia 7;tiendita
cte1401;gerencia 5;tiendita
cte1402;gerencia 4;tiendita
cte1403;gerencia 6;tiendita
cte1404;gerencia 7;tiendita
cte510;gerencia 1;tiendita
cte1405;gerencia 1;tiendita
cte1406;gerencia 5;tiendita
cte1407;gerencia 6;tiendita
cte1408;gerencia 2 ;tiendita
cte1409;gerencia 4;tiendita
cte1410;gerencia 1;tiendita
cte1411;gerencia 2 ;tiendita
cte1412;gerencia 2 ;tiendita
cte1413;gerencia 7;tiendita
cte1414;gerencia 2 ;tiendita
cte1415;gerencia 4;tiendita
cte1416;gerencia 5;tiendita
cte1417;gerencia 2 ;tiendita
cte1418;gerencia 6;tiendita
cte1419;gerencia 6;tiendita
cte1420;gerencia 2 ;tiendita
cte1421;gerencia 5;tiendita
cte1422;gerencia 5;tiendita
cte1423;gerencia 6;tiendita
cte1424;gerencia 7;tiendita
cte1425;gerencia 6;tiendita
cte1426;gerencia 2 ;tiendita
cte1427;gerencia 7;tiendita
cte1428;gerencia 5;tiendita
cte1429;gerencia 2 ;tiendita
cte1430;gerencia 6;tiendita
cte1431;gerencia 6;tiendita
cte1432;gerencia 5;tiendita
cte1433;gerencia 6;tiendita
cte1434;gerencia 5;tiendita
cte1435;gerencia 7;tiendita
cte1436;gerencia 2 ;tiendita
cte1437;gerencia 4;tiendita
cte1438;gerencia 7;tiendita
cte1439;gerencia 2 ;tiendita
cte1440;gerencia 3;tiendita
cte1441;gerencia 2 ;tiendita
cte1442;gerencia 5;tiendita
cte1443;gerencia 1;tiendita
cte1444;gerencia 2 ;tiendita
cte927;gerencia 7;tiendita
cte1445;gerencia 7;tiendita
cte1446;gerencia 2 ;tiendita
cte1447;gerencia 1;tiendita
cte1448;gerencia 2 ;tiendita
cte1449;gerencia 2 ;tiendita
cte1450;gerencia 1;tiendita
cte1451;gerencia 5;tiendita
cte1452;gerencia 6;tiendita
cte1453;gerencia 4;tiendita
cte1454;gerencia 1;tiendita
cte1455;gerencia 4;tiendita
cte1456;gerencia 2 ;tiendita
cte1457;gerencia 6;tiendita
cte1458;gerencia 2 ;tiendita
cte1459;gerencia 1;tiendita
cte1460;gerencia 7;tiendita
cte1461;gerencia 4;tiendita
cte1462;gerencia 2 ;tiendita
cte1463;gerencia 4;tiendita
cte1464;gerencia 6;tiendita
cte1465;gerencia 7;tiendita
cte1466;gerencia 6;tiendita
cte1467;gerencia 6;tiendita
cte1468;gerencia 3;tiendita
cte1469;gerencia 3;tiendita
cte1470;gerencia 1;tiendita
cte1471;gerencia 1;tiendita
cte1472;gerencia 3;tiendita
cte1473;gerencia 5;tiendita
cte1474;gerencia 1;tiendita
cte1475;gerencia 2 ;tiendita
cte1476;gerencia 1;tiendita
cte1477;gerencia 6;tiendita
cte1478;gerencia 6;tiendita
cte1479;gerencia 2 ;tiendita
cte1480;gerencia 5;tiendita
cte1481;gerencia 6;tiendita
cte1482;gerencia 6;tiendita
cte1483;gerencia 6;tiendita
cte1484;gerencia 3;tiendita
cte1485;gerencia 2 ;tiendita
cte1486;gerencia 2 ;tiendita
cte1487;gerencia 6;tiendita
cte1488;gerencia 4;tiendita
cte1489;gerencia 1;tiendita
cte1490;gerencia 2 ;tiendita
cte1491;gerencia 2 ;tiendita
cte1492;gerencia 7;tiendita
cte1493;gerencia 5;tiendita
cte1494;gerencia 3;tiendita
cte1495;gerencia 2 ;tiendita
cte1496;gerencia 5;tiendita
cte1497;gerencia 4;tiendita
cte1498;gerencia 6;tiendita
cte1499;gerencia 2 ;tiendita
cte1500;gerencia 7;tiendita
cte1501;gerencia 7;tiendita
cte1502;gerencia 6;tiendita
cte1503;gerencia 4;tiendita
cte1504;gerencia 2 ;tiendita
cte1505;gerencia 2 ;tiendita
cte1506;gerencia 2 ;tiendita
cte1507;gerencia 3;tiendita
cte1508;gerencia 6;tiendita
cte1509;gerencia 6;tiendita
cte1510;gerencia 1;tiendita
cte1511;gerencia 6;tiendita
cte1161;gerencia 2 ;tiendita
cte1512;gerencia 3;tiendita
cte1513;gerencia 8;tiendita
cte1514;gerencia 6;tiendita
cte1515;gerencia 6;tiendita
cte1516;gerencia 5;tiendita
cte1517;gerencia 2 ;tiendita
cte1518;gerencia 6;tiendita
cte1519;gerencia 5;tiendita
cte1520;gerencia 2 ;tiendita
cte1521;gerencia 2 ;tiendita
cte1522;gerencia 1;tiendita
cte1523;gerencia 2 ;tiendita
cte1524;gerencia 2 ;tiendita
cte1525;gerencia 7;tiendita
cte1526;gerencia 7;tiendita
cte1527;gerencia 3;tiendita
cte1528;gerencia 1;tiendita
cte1529;gerencia 7;tiendita
cte1530;gerencia 2 ;tiendita
cte1531;gerencia 1;tiendita
cte1532;gerencia 2 ;tiendita
cte1533;gerencia 5;tiendita
cte1534;gerencia 3;tiendita
cte1535;gerencia 2 ;tiendita
cte1536;gerencia 2 ;tiendita
cte1537;gerencia 6;tiendita
cte1538;gerencia 7;tiendita
cte1539;gerencia 1;tiendita
cte1540;gerencia 3;tiendita
cte1541;gerencia 5;tiendita
cte1542;gerencia 7;tiendita
cte501;gerencia 2 ;tiendita
cte1543;gerencia 5;tiendita
cte1544;gerencia 5;tiendita
cte1545;gerencia 1;tiendita
cte1546;gerencia 1;tiendita
cte1547;gerencia 3;tiendita
cte1548;gerencia 7;tiendita
cte1549;gerencia 2 ;tiendita
cte1550;gerencia 7;tiendita
cte1551;gerencia 1;tiendita
cte1552;gerencia 2 ;tiendita
cte1553;gerencia 2 ;tiendita
cte1554;gerencia 2 ;tiendita
cte1555;gerencia 2 ;tiendita
cte1556;gerencia 2 ;tiendita
cte1557;gerencia 7;tiendita
cte1558;gerencia 2 ;tiendita
cte1559;gerencia 1;tiendita
cte1560;gerencia 6;tiendita
cte1561;gerencia 1;tiendita
cte1562;gerencia 7;tiendita
cte177;gerencia 2 ;tiendita
cte1563;gerencia 5;tiendita
cte1564;gerencia 1;tiendita
cte1565;gerencia 5;tiendita
cte1566;gerencia 6;tiendita
cte208;gerencia 2 ;tiendita
cte1567;gerencia 1;tiendita
cte1568;gerencia 5;tiendita
cte1569;gerencia 2 ;tiendita
cte1570;gerencia 7;tiendita
cte1571;gerencia 6;tiendita
cte1572;gerencia 7;tiendita
cte1573;gerencia 3;tiendita
cte317;gerencia 6;tiendita
cte1574;gerencia 2 ;tiendita
cte1575;gerencia 7;tiendita
cte1576;gerencia 2 ;tiendita
cte1577;gerencia 4;tiendita
cte1578;gerencia 2 ;tiendita
cte1579;gerencia 4;tiendita
cte1580;gerencia 7;tiendita
cte488;gerencia 7;tiendita
cte1581;gerencia 4;tiendita
cte1582;gerencia 2 ;tiendita
cte1583;gerencia 6;tiendita
cte1584;gerencia 2 ;tiendita
cte1585;gerencia 7;tiendita
cte1586;gerencia 1;tiendita
cte1587;gerencia 1;tiendita
cte1588;gerencia 5;tiendita
cte1589;gerencia 5;tiendita
cte1590;gerencia 5;tiendita
cte1591;gerencia 7;tiendita
cte1592;gerencia 7;tiendita
cte1593;gerencia 6;tiendita
cte1594;gerencia 3;tiendita
cte1595;gerencia 5;tiendita
cte1596;gerencia 2 ;tiendita
cte1597;gerencia 2 ;tiendita
cte927;gerencia 7;tiendita
cte1598;gerencia 7;tiendita
cte1599;gerencia 1;tiendita
cte1600;gerencia 2 ;tiendita
cte1601;gerencia 5;tiendita
cte1602;gerencia 6;tiendita
cte1603;gerencia 5;tiendita
